Battery1,Battery2,Date,Prec,RDC2,RDC20,RDC8,Salt2,Salt20,Salt8,SoilMois2,SoilMois20,Soil8,SNWD,SoilTemp2,SoilTemp20,SoilTemp8,TempAvg,TempMax,TempMin,TempObs,Time,WTEQ
12.63,,5/9/03,27.5,14.27,46.38,29.46,0.1,0.1,0.1,24.8,40.9,38.9,0,5.8,6,6.3,-1.4,3.3,-7,-7,,0
12.67,,5/10/03,27.5,14.03,46.3,33.11,0.1,0.1,0.1,24.4,40.9,39.9,0,6.2,5.9,6.1,0.2,7.8,-7,-1.7,,0
12.74,,5/11/03,27.5,13.68,46.42,31.71,0.1,0.1,0.1,23.9,40.9,39.6,0,7.4,5.9,6.8,3.1,11.2,-2.9,-2.7,,0
12.78,,5/12/03,27.5,13.25,46.42,29.19,0.1,0.1,0.1,23.1,40.9,38.9,0,8.3,6.1,7.3,5.3,14.4,-3.5,0.6,,0
12.77,,5/13/03,27.5,12.83,46.33,28.5,0.1,0.1,0.1,22.4,40.9,38.6,0,9.3,6.4,7.9,7.7,18.7,-2.2,1.3,,0
12.82,,5/14/03,27.5,12.72,46.3,27.82,0.2,0.1,0.1,22.3,40.9,38.3,0,10.2,6.6,8.4,8.4,17.4,-0.9,3.7,,0
12.82,,5/15/03,27.5,12.63,46.34,27.41,0.2,0.1,0.1,22.1,40.9,38.1,0,10.1,6.9,8.7,8.9,19.1,0.8,1.4,,0
12.82,,5/16/03,27.5,12.54,46.26,27.15,0.1,0.1,0.1,21.9,40.9,38,0,10.1,7.1,9,8.5,18.3,-1.8,0.2,,0
12.78,,5/17/03,27.5,12.46,46.29,27.12,0.2,0.1,0.1,21.8,40.9,38,0,9.9,7.3,9,7.4,18.9,-3.1,0,,0
12.82,,5/18/03,27.5,12.45,46.31,26.95,0.2,0.1,0.1,21.7,40.9,37.9,0,9.5,7.4,9.1,6.8,18.5,-2.6,-2.6,,0
12.82,,5/19/03,27.5,12.37,46.32,26.95,0.2,0.1,0.1,21.6,40.9,37.9,0,9.6,7.5,9,5.8,16.1,-4.6,-0.9,,0
12.82,,5/20/03,27.5,12.28,46.21,26.91,0.2,0.1,0.1,21.4,40.9,37.9,0,9.7,7.6,9,5.7,14.4,-3.3,-0.1,,0
12.83,,5/21/03,27.5,12.24,46.15,26.53,0.2,0.1,0.1,21.4,40.9,37.7,0,10.5,7.6,9.3,8.8,21.1,-2,2.6,,0
12.83,,5/22/03,27.5,13.13,46.14,26.15,0.2,0.1,0.1,22.6,40.9,37.5,0,11.2,7.8,9.7,10.8,22.8,0.1,3.8,,0
12.82,,5/23/03,27.5,12.07,46.1,26.01,0.2,0.1,0.1,21.2,40.9,37.5,0,12.1,8,10.1,12.3,24.6,0.8,5.9,,0
12.8,,5/24/03,27.5,12.2,46.01,25.89,0.2,0.1,0.1,21.4,40.9,37.4,0,12,8.2,10.4,12.3,23.6,2.5,5.5,,0
12.83,,5/25/03,27.5,11.9,45.97,25.81,0.2,0.1,0.1,20.8,40.9,37.4,0,12.2,8.4,10.6,12.4,23.6,2.9,5.6,,0
12.84,,5/26/03,27.5,11.44,46.08,25.8,0.2,0.1,0.1,19.9,40.9,37.4,0,11.4,8.6,10.5,12.1,19,4.7,5.3,,0
12.84,,5/27/03,27.5,11.09,46.09,25.77,0.2,0.1,0.1,19.2,40.9,37.3,0,11.7,8.7,10.6,10.5,19.7,1,4.7,,0
12.84,,5/28/03,27.5,10.44,45.98,25.56,0.2,0.1,0.1,17.8,40.9,37.2,0,12.7,8.8,10.9,13.5,23.9,2.4,7.3,,0
12.85,,5/29/03,27.5,10.04,45.94,25.45,0.2,0.1,0.1,17,40.9,37.2,0,13,8.9,11.3,15.6,28.3,4.3,12.8,,0
12.83,,5/30/03,27.5,9.16,45.86,25.26,0.2,0.1,0.1,15,40.9,37.1,0,13.4,9.1,11.4,17,28.9,5.9,14.3,,0
12.83,,5/31/03,27.5,8.7,45.89,25.06,0.2,0.1,0.1,13.9,40.9,36.9,0,12.7,9.3,11.7,15.3,22.4,4.3,4.4,,0
12.82,,6/1/03,27.5,8.42,45.91,24.71,0.2,0.1,0.1,13.2,40.9,36.7,0,12.4,9.4,11.6,11.8,23.3,1.7,3.8,,0
12.84,,6/2/03,27.5,8.23,45.73,24.62,0.2,0.1,0.1,12.7,40.9,36.7,0,12.7,9.5,11.6,12.2,22.6,1.7,5.7,,0
12.84,,6/3/03,27.5,7.75,45.74,24.32,0.2,0.1,0.1,11.5,40.9,36.5,0,12.9,9.6,11.7,13.3,23.3,2.8,5.9,,0
12.84,,6/4/03,27.5,7.49,45.68,24.15,0.2,0.1,0.1,10.9,40.9,36.4,0,13.3,9.6,11.8,14.7,24.7,3.1,8.4,,0
12.84,,6/5/03,27.5,7.11,45.7,23.83,0.2,0.1,0.1,9.9,40.9,36.1,0,13.2,9.8,12,14.6,24.2,5.6,6.2,,0
12.83,,6/6/03,27.5,6.73,45.71,23.57,0.2,0.1,0.1,8.9,40.9,35.9,0,12.9,9.8,12,13.6,22.7,3.4,5.7,,0
12.8,,6/7/03,27.5,6.46,45.71,23.43,0.2,0.1,0.1,8.1,40.9,35.8,0,13.3,9.9,12,13.8,25,2.7,7.5,,0
12.84,,6/8/03,27.5,6.1,43.56,22.14,0.2,0.1,0.1,7.2,40.8,34.8,0,13.8,10,12.3,15.8,27.2,5.9,7.7,,0
12.81,,6/9/03,27.5,5.93,35.25,21.91,0.2,0.1,0.1,6.7,40.3,34.6,0,13.5,10.1,12.4,14.9,27.2,4.4,5.9,,0
12.82,,6/10/03,27.5,5.57,33.16,21.71,0.2,0.1,0.1,5.6,40,34.5,0,13.1,10.2,12.3,13.9,23.9,3.8,4.9,,0
12.82,,6/11/03,27.5,5.47,31.71,21.88,0.2,0.1,0.1,5.3,39.7,34.6,0,12.8,10.2,12.2,12.5,23.6,3,3.7,,0
12.79,,6/12/03,27.5,5.3,30.28,21.21,0.2,0.1,0.1,4.8,39.3,34,0,12.5,10.2,12.1,11,21.6,1.5,1.7,,0
12.78,,6/13/03,27.5,5.15,29.24,20.99,0.2,0.1,0.1,4.4,38.9,33.8,0,12.8,10.1,11.9,10.8,21,-0.2,7.3,,0
12.81,,6/14/03,27.5,4.96,28.2,20.8,0.2,0.1,0.1,3.8,38.5,33.6,0,12.5,10.2,12,11.9,21.3,2,2.9,,0
12.78,,6/15/03,27.5,4.9,27.27,20.51,0.2,0.1,0.1,3.7,38.1,33.3,0,12.5,10.2,11.9,11.5,22.9,1,4.2,,0
12.79,,6/16/03,27.5,4.77,26.29,20.31,0.2,0.1,0.1,3.3,37.6,33.1,0,12.8,10.2,11.9,12.4,22.6,1,6.6,,0
12.78,,6/17/03,27.5,4.6,25.56,20.1,0.2,0.1,0.1,2.8,37.2,32.9,0,13.5,10.2,12.2,15.1,24.1,4.4,9.3,,0
12.81,,6/18/03,27.5,4.57,24.65,19.85,0.2,0.1,0.1,2.7,36.6,32.6,0,13.8,10.3,12.4,16.3,27.1,7.2,10.7,,0
12.8,,6/19/03,27.5,4.41,23.6,19.85,0.2,0.1,0.1,2.2,35.9,32.7,0,13.5,10.4,12.5,15.9,26,5.7,5.7,,0
12.68,,6/20/03,27.5,4.29,23,19.65,0.2,0.1,0.1,1.8,35.5,32.4,0,12.8,10.5,12.3,11.9,21.5,1,2.5,,0
12.75,,6/21/03,27.6,4.14,22.53,19.48,0.2,0.1,0.1,1.3,35.1,32.2,0,12.3,10.4,12.1,10.5,19.2,1.5,2.4,,0
12.79,,6/22/03,27.6,3.99,22.11,19.31,0.2,0.1,0.1,0.8,34.7,32,0,11.5,10.4,11.9,8.9,18.6,-0.9,-0.3,,0
12.76,,6/23/03,27.7,4.02,21.76,19.14,0.2,0.1,0.1,0.9,34.4,31.8,0,11.4,10.3,11.6,8.9,19.3,-1.9,0.6,,0
12.64,,6/24/03,27.7,3.99,21.87,19.14,0.2,0.1,0.1,0.8,34.5,31.8,0,10,10.2,10.9,5.3,15.4,-0.6,1.2,,0
12.79,,6/25/03,27.7,3.96,21.84,19.12,0.2,0.1,0.1,0.7,34.5,31.8,0,11.1,10,11.1,8.5,15.2,0.8,2.3,,0
12.79,,6/26/03,27.7,3.92,21.54,18.86,0.2,0.1,0.1,0.6,34.2,31.5,0,11.7,10,11.3,10.8,19.5,-0.4,3.6,,0
12.81,,6/27/03,27.7,3.92,21.22,18.2,0.2,0.1,0.1,0.6,33.9,30.7,0,12.5,10.1,11.6,13,22.9,0.9,5.6,,0
12.81,,6/28/03,27.7,3.85,20.82,17.95,0.2,0.1,0.1,0.4,33.5,30.4,0,13,10.1,11.9,14.7,25,3.2,7.4,,0
12.83,,6/29/03,27.7,3.81,20.34,17.72,0.2,0.1,0.1,0.3,33.1,30.2,0,13.3,10.3,12.2,15.6,26.1,5,7.6,,0
12.78,,6/30/03,27.7,3.82,19.93,17.55,0.2,0.1,0.1,0.3,32.6,29.9,0,12.6,10.4,12.2,15.2,25.3,5,5,,0
12.82,,7/1/03,27.7,3.78,19.48,17.74,0.2,0.1,0.1,0.2,32.2,30.2,0,12.8,10.4,12.1,14,23.6,1.7,14.1,,0
12.84,,7/2/03,27.7,3.65,18.95,18.32,0.2,0.1,0.1,0,31.6,30.9,0,12.3,10.5,12.2,16.1,22.4,5.5,13.2,,0
12.84,,7/3/03,27.7,3.75,18.42,18.01,0.2,0.1,0.1,0.1,30.9,30.5,0,12.9,10.5,12.2,17.4,23.2,10.9,15.1,,0
12.82,,7/4/03,27.7,3.62,17.59,17.62,0.2,0.1,0.1,0,29.9,30,0,12.5,10.6,12.4,16.3,24.3,3.5,3.5,,0
12.82,,7/5/03,27.7,3.6,17.21,17.16,0.2,0.1,0.1,0,29.4,29.4,0,12.4,10.6,12.2,12.7,24.8,1.7,4.2,,0
12.78,,7/6/03,27.7,3.59,17.38,16.55,0.2,0.1,0.1,0,29.6,28.6,0,12.4,10.6,12.2,13.2,26.1,0.8,5.2,,0
12.76,,7/7/03,27.7,3.57,17.08,15.92,0.2,0.1,0.1,0,29.2,27.7,0,12.3,10.6,12.1,12.8,25,0.4,4,,0
12.84,,7/8/03,27.7,3.5,16.61,15.28,0.2,0.1,0.1,0,28.6,26.7,0,12.3,10.6,12,13.6,24.3,1.1,7.3,,0
12.71,,7/9/03,27.7,3.45,16.38,14.51,0.2,0.1,0.1,0,28.3,25.5,0,12.5,10.6,12.1,13.5,23.9,1.3,6.1,,0
12.83,,7/10/03,27.7,3.45,16.35,14.08,0.2,0.1,0.1,0,28.2,24.8,0,13,10.6,12.2,15.1,27.3,3.3,7.5,,0
12.84,,7/11/03,27.7,3.43,16.06,13.41,0.2,0.1,0.1,0,27.8,23.6,0,12.8,10.6,12.3,12.2,27.7,-99.9,6.4,,0
12.82,,7/12/03,27.7,3.42,16.06,12.69,0.2,0.1,0.1,0,27.8,22.3,0,13,10.7,12.4,-99.9,-99.9,-99.9,-99.9,,0
12.79,,7/13/03,27.7,3.4,14.91,12.02,0.2,0.1,0.1,0,26.1,21.1,0,12.8,10.7,12.4,-99.9,-99.9,-99.9,-99.9,,0
12.84,,7/14/03,27.7,3.39,14.18,11.21,0.2,0.1,0.1,0,24.9,19.4,0,12.7,10.7,12.4,-99.9,-99.9,-99.9,-99.9,,0
12.8,,7/15/03,27.7,3.28,14.4,10.6,0.2,0.1,0.2,0,25.3,18.2,0,12.9,10.8,12.4,-99.9,-99.9,-99.9,-99.9,,0
12.86,,7/16/03,27.7,3.28,13.63,9.96,0.2,0.2,0.1,0,23.9,16.8,0,13.1,10.8,12.4,-99.9,-99.9,-99.9,-99.9,,0
12.86,,7/17/03,27.7,3.23,12.16,9.28,0.2,0.1,0.2,0,21.3,15.3,0,13.7,10.8,12.7,-99.9,-99.9,-99.9,-99.9,,0
12.86,,7/18/03,27.7,3.28,12.04,8.56,0.2,0.1,0.1,0,21,13.5,0,13.9,10.9,12.9,-99.9,-99.9,-99.9,-99.9,,0
12.82,,7/19/03,27.7,3.31,12.7,8.04,0.2,0.2,0.2,0,22.3,12.3,0,15.1,11,13.1,-99.9,-99.9,-99.9,-99.9,,0
12.81,,7/20/03,27.7,3.32,12.26,7.76,0.2,0.2,0.1,0,21.5,11.6,0,15.8,11.1,13.5,-99.9,-99.9,-99.9,-99.9,,0
12.75,,7/21/03,27.7,3.19,12.05,7.38,0.2,0.1,0.2,0,21.1,10.6,0,15.2,11.3,13.8,-99.9,-99.9,-99.9,-99.9,,0
12.82,,7/22/03,27.7,3.24,12.26,7.14,0.2,0.2,0.2,0,21.5,10,0,15.5,11.4,13.9,-99.9,-99.9,-99.9,-99.9,,0
12.79,,7/23/03,27.7,3.3,11.78,6.88,0.2,0.1,0.2,0,20.5,9.3,0,16.1,11.5,14,-99.9,-99.9,-99.9,-99.9,,0
12.68,,7/24/03,27.9,3.31,11.92,6.89,0.2,0.2,0.2,0,20.8,9.4,0,15.8,11.6,14.2,-99.9,-99.9,-99.9,-99.9,,0
12.83,,7/25/03,28,3.26,11.79,6.79,0.2,0.2,0.2,0,20.6,9.1,0,15.7,11.7,14.5,-99.9,-99.9,-99.9,-99.9,,0
12.82,,7/26/03,28,3.24,12.24,6.68,0.2,0.2,0.2,0,21.5,8.8,0,15,11.9,14.3,-99.9,-99.9,-99.9,-99.9,,0
12.8,,7/27/03,28,3.25,12.31,6.67,0.2,0.2,0.2,0,21.6,8.7,0,14.8,11.9,14.1,-99.9,-99.9,-99.9,-99.9,,0
12.76,,7/28/03,28,3.26,12.41,6.59,0.2,0.2,0.2,0,21.8,8.5,0,14.6,11.9,14.1,-99.9,-99.9,-99.9,-99.9,,0
12.76,,7/29/03,28,3.35,12.34,6.49,0.2,0.2,0.2,0,21.7,8.3,0,15.8,11.9,14.2,-99.9,-99.9,-99.9,-99.9,,0
12.83,,7/30/03,28,3.36,12.18,6.39,0.2,0.2,0.2,0,21.4,8,0,16.6,11.9,14.5,-99.9,-99.9,-99.9,-99.9,,0
12.82,,7/31/03,28,3.32,12.1,6.17,0.2,0.2,0.2,0,21.2,7.4,0,17.3,12.1,14.9,-99.9,-99.9,-99.9,-99.9,,0
12.7,,8/1/03,28.7,3.91,12.1,11.4,0.2,0.2,0.1,0.7,21.2,20,0,15.9,12.3,14.8,-99.9,-99.9,-99.9,-99.9,,0
12.66,,8/2/03,28.8,3.99,12.24,10.52,0.2,0.2,0.1,1,21.5,18.1,0,15.3,12.3,14.3,-99.9,-99.9,-99.9,-99.9,,0
12.66,,8/3/03,29,4.69,12.89,10.55,0.2,0.2,0.1,3.1,22.7,18.1,0,14,12.3,14,-99.9,-99.9,-99.9,-99.9,,0
12.75,,8/4/03,29,4.47,12.92,10.06,0.2,0.2,0.1,2.4,22.8,17.1,0,14.1,12.2,13.9,-99.9,-99.9,-99.9,-99.9,,0
12.83,,8/5/03,29,4.2,12.87,9.54,0.2,0.2,0.1,1.6,22.7,15.9,0,14.2,12.2,14,-99.9,-99.9,-99.9,-99.9,,0
12.84,,8/6/03,29,3.99,12.81,8.99,0.2,0.2,0.1,0.9,22.6,14.6,0,13.3,12.1,13.7,-99.9,-99.9,-99.9,-99.9,,0
12.84,,8/7/03,29,3.87,13.55,8.49,0.2,0.2,0.1,0.5,23.9,13.4,0,13,12,13.5,-99.9,-99.9,-99.9,-99.9,,0
12.82,,8/8/03,29,3.77,13.68,8.19,0.2,0.2,0.1,0.2,24.1,12.7,0,12.6,11.9,13.2,-99.9,-99.9,-99.9,-99.9,,0
12.79,,8/9/03,29,3.63,13.44,7.8,0.2,0.2,0.1,0,23.7,11.7,0,12.5,11.9,13.1,-99.9,-99.9,-99.9,-99.9,,0
12.83,,8/10/03,29,3.55,13.33,7.45,0.2,0.2,0.1,0,23.5,10.8,0,12.5,11.8,12.9,-99.9,-99.9,-99.9,-99.9,,0
12.82,,8/11/03,29,3.49,13.2,7.1,0.2,0.2,0.1,0,23.2,9.9,0,13.5,11.7,13,-99.9,-99.9,-99.9,-99.9,,0
12.86,,8/12/03,29,3.45,13.05,6.83,0.2,0.2,0.1,0,23,9.2,0,12.9,11.7,13.1,-99.9,-99.9,-99.9,-99.9,,0
12.78,,8/13/03,29,3.32,12.91,6.61,0.2,0.2,0.1,0,22.7,8.5,0,12.9,11.7,13,-99.9,-99.9,-99.9,-99.9,,0
12.8,,8/14/03,29,3.35,12.71,6.38,0.2,0.2,0.2,0,22.3,7.9,0,12.9,11.7,13.1,-99.9,-99.9,-99.9,-99.9,,0
12.85,,8/15/03,29,3.25,12.59,6.2,0.2,0.2,0.2,0,22.1,7.4,0,13.8,11.7,13.1,-99.9,-99.9,-99.9,-99.9,,0
12.85,,8/16/03,29,3.32,12.36,6.09,0.2,0.2,0.1,0,21.7,7.1,0,13.3,11.7,13.3,-99.9,-99.9,-99.9,-99.9,,0
12.82,,8/17/03,29,3.2,12.19,5.97,0.2,0.2,0.1,0,21.4,6.8,0,12.9,11.7,13.2,-99.9,-99.9,-99.9,-99.9,,0
12.84,,8/18/03,29,3.14,11.97,5.88,0.2,0.2,0.1,0,20.9,6.5,0,13.1,11.7,13.2,-99.9,-99.9,-99.9,-99.9,,0
-99.9,,8/19/03,29,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,,0
12.83,,8/20/03,29,3.12,11.48,5.69,0.2,0.2,0.1,0,20,6,0,13.5,11.7,13.3,-99.9,-99.9,-99.9,-99.9,,0
12.82,,8/21/03,29,3.2,11.26,5.51,0.2,0.2,0.2,0,19.5,5.5,0,14.9,11.7,13.4,-99.9,-99.9,-99.9,-99.9,,0
12.68,,8/22/03,29.3,3.26,11.34,5.58,0.2,0.2,0.1,0,19.7,5.7,0,14.4,11.9,13.6,-99.9,-99.9,-99.9,-99.9,,0
12.86,,8/23/03,29.5,3.46,11.27,5.6,0.2,0.2,0.2,0,19.5,5.8,0,13.5,11.9,13.8,-99.9,-99.9,-99.9,-99.9,,0
12.83,,8/24/03,29.5,3.41,11.15,5.6,0.2,0.2,0.2,0,19.3,5.7,0,13.3,11.9,13.5,-99.9,-99.9,-99.9,-99.9,,0
12.84,,8/25/03,29.6,3.38,11.06,5.64,0.2,0.2,0.1,0,19.1,5.8,0,12.7,11.9,13.4,-99.9,-99.9,-99.9,-99.9,,0
12.83,,8/26/03,29.6,3.33,10.84,5.58,0.2,0.2,0.2,0,18.7,5.7,0,13.3,11.8,13.2,-99.9,-99.9,-99.9,-99.9,,0
12.81,,8/27/03,29.6,3.32,10.88,5.55,0.2,0.2,0.2,0,18.7,5.6,0,12.9,11.8,13.3,-99.9,-99.9,-99.9,-99.9,,0
12.83,,8/28/03,29.6,3.35,10.72,5.58,0.2,0.2,0.2,0,18.4,5.7,0,12.5,11.8,13.2,-99.9,-99.9,-99.9,-99.9,,0
12.85,,8/29/03,29.6,3.29,10.59,5.6,0.2,0.2,0.1,0,18.1,5.7,0,12.7,11.8,13.1,-99.9,-99.9,-99.9,-99.9,,0
12.85,,8/30/03,29.7,3.27,10.31,5.55,0.2,0.2,0.1,0,17.5,5.6,0,12,11.7,12.9,-99.9,-99.9,-99.9,-99.9,,0
12.77,,8/31/03,29.7,3.22,10.15,5.53,0.2,0.2,0.1,0,17.2,5.5,0,12.4,11.6,12.7,-99.9,-99.9,-99.9,-99.9,,0
12.69,,9/1/03,29.8,3.19,10.11,5.47,0.2,0.2,0.2,0,17.1,5.3,0,11.3,11.6,12.4,-99.9,-99.9,-99.9,-99.9,,0
12.72,,9/2/03,29.8,3.21,10.06,5.51,0.2,0.2,0.1,0,17,5.4,0,12.1,11.5,12.4,-99.9,-99.9,-99.9,-12.8,,0
12.84,,9/3/03,29.8,3.21,9.88,5.45,0.2,0.2,0.1,0,16.5,5.3,0,12.7,11.5,12.6,-99.9,-99.9,-99.9,-99.9,,0
12.69,,9/4/03,29.8,3.21,9.84,5.45,0.2,0.2,0.1,0,16.5,5.3,0,12.4,11.5,12.5,-99.9,-99.9,-99.9,-99.9,,0
12.7,,9/5/03,29.9,3.87,9.82,5.42,0.2,0.2,0.2,0.5,16.4,5.2,0,12.7,11.5,12.5,-99.9,-99.9,-99.9,-99.9,,0
12.84,,9/6/03,29.9,3.56,9.71,5.47,0.2,0.2,0.2,0,16.2,5.3,0,12.1,11.5,12.7,-99.9,-99.9,-99.9,-99.9,,0
12.84,,9/7/03,29.9,3.43,9.56,5.45,0.2,0.2,0.1,0,15.8,5.3,0,12.1,11.5,12.5,-99.9,-99.9,-99.9,-99.9,,0
12.8,,9/8/03,29.9,3.35,9.43,5.4,0.2,0.2,0.2,0,15.5,5.1,0,12,11.4,12.5,-99.9,-99.9,-99.9,-99.9,,0
12.85,,9/9/03,30,3.26,9.29,5.43,0.2,0.2,0.1,0,15.2,5.2,0,11.5,11.4,12.4,-99.9,-99.9,-99.9,-99.9,,0
12.73,,9/10/03,30.1,3.12,9.25,5.41,0.2,0.2,0.1,0,15.1,5.1,0,10.5,11.4,12,-99.9,-99.9,-99.9,-99.9,,0
12.81,,9/11/03,30.1,3.05,9.18,5.34,0.2,0.2,0.2,0,15,4.9,0,10,11.2,11.6,-99.9,-99.9,-99.9,-99.9,,0
12.83,,9/12/03,30.1,3.15,9.14,5.29,0.2,0.2,0.2,0,14.9,4.8,0,10.6,11.1,11.5,-99.9,-99.9,-99.9,-99.9,,0
12.84,,9/13/03,30.1,3.15,8.94,5.32,0.2,0.2,0.1,0,14.4,4.9,0,10.8,11,11.6,-99.9,-99.9,-99.9,-99.9,,0
12.8,,9/14/03,30.1,3.02,8.94,5.3,0.2,0.2,0.1,0,14.4,4.8,0,9.9,11,11.4,-99.9,-99.9,-99.9,-99.9,,0
12.82,,9/15/03,30.1,2.97,8.77,5.29,0.2,0.2,0.1,0,14,4.7,0,10.2,10.9,11.3,-99.9,-99.9,-99.9,-99.9,,0
12.85,,9/16/03,30.1,3.01,8.69,5.23,0.2,0.2,0.1,0,13.8,4.6,0,10.7,10.9,11.3,-99.9,-99.9,-99.9,-99.9,,0
12.81,,9/17/03,30.1,2.99,8.44,5.18,0.2,0.2,0.2,0,13.2,4.4,0,10.1,10.9,11.5,-99.9,-99.9,-99.9,-99.9,,0
12.8,,9/18/03,30.1,2.97,8.37,5.19,0.2,0.2,0.1,0,13,4.5,0,9,10.8,11,-99.9,-99.9,-99.9,-99.9,,0
12.76,,9/19/03,30.1,2.97,8.3,5.09,0.2,0.2,0.2,0,12.8,4.1,0,9,10.7,10.7,-99.9,-99.9,-99.9,-99.9,,0
12.8,,9/20/03,30.1,2.92,8.27,5.07,0.2,0.2,0.2,0,12.7,4.1,0,9.2,10.6,10.6,-99.9,-99.9,-99.9,-99.9,,0
12.78,,9/21/03,30.1,2.92,8.14,5.11,0.2,0.2,0.1,0,12.4,4.2,0,9.2,10.5,10.6,-99.9,-99.9,-99.9,-99.9,,0
12.79,,9/22/03,30.1,2.92,8.11,5.01,0.2,0.2,0.2,0,12.3,3.9,0,9.2,10.5,10.6,-99.9,-99.9,-99.9,-99.9,,0
12.83,,9/23/03,30.1,2.88,8.07,5,0.2,0.2,0.2,0,12.2,3.9,0,9.7,10.4,10.6,-99.9,-99.9,-99.9,-99.9,,0
12.83,,9/24/03,30.1,2.88,8,5,0.2,0.2,0.2,0,12.1,3.9,0,9.8,10.4,10.7,-99.9,-99.9,-99.9,-99.9,,0
12.8,,9/25/03,30.1,2.87,7.96,5,0.2,0.2,0.2,0,12,3.9,0,9.6,10.4,10.7,-99.9,-99.9,-99.9,-99.9,,0
12.79,,9/26/03,30.1,2.91,8.04,4.98,0.2,0.2,0.2,0,12.1,3.8,0,9.2,10.4,10.6,-99.9,-99.9,-99.9,-99.9,,0
12.77,,9/27/03,30.1,2.81,7.93,4.93,0.2,0.2,0.2,0,11.9,3.7,0,8.8,10.3,10.4,-99.9,-99.9,-99.9,-99.9,,0
12.82,,9/28/03,30.1,2.95,7.87,4.97,0.2,0.2,0.1,0,11.7,3.8,0,9.1,10.2,10.3,-99.9,-99.9,-99.9,-99.9,,0
12.78,,9/29/03,30.1,2.86,7.94,4.96,0.2,0.2,0.1,0,11.9,3.8,0,9.2,10.2,10.4,-99.9,-99.9,-99.9,-99.9,,0
12.78,,9/30/03,30.1,2.91,7.9,4.91,0.2,0.2,0.2,0,11.8,3.6,0,9.5,10.2,10.5,-99.9,-99.9,-99.9,-99.9,,0
-99.9,,9/30/03,30.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,23:59,-99.9
12.81,,10/1/03,0,2.87,7.84,5,0.2,0.2,0.2,0,11.7,3.9,0,10,10.2,10.5,-99.9,-99.9,-99.9,-99.9,,0
12.8,,10/2/03,0.1,2.85,7.8,5,0.2,0.2,0.1,0,11.6,3.9,0,9.1,10.2,10.5,-99.9,-99.9,-99.9,-99.9,,0
12.8,,10/3/03,0.1,2.88,7.87,4.95,0.2,0.2,0.1,0,11.7,3.7,0,8.6,10.1,10.2,-99.9,-99.9,-99.9,-99.9,,0
12.76,,10/4/03,0.1,2.89,7.9,4.89,0.2,0.2,0.2,0,11.8,3.5,0,8.9,10.1,10,-99.9,-99.9,-99.9,-99.9,,0
12.79,,10/5/03,0.1,2.85,7.9,4.89,0.2,0.2,0.2,0,11.8,3.6,0,9,10,10.1,-99.9,-99.9,-99.9,-99.9,,0
12.66,,10/6/03,0.1,2.85,7.89,4.98,0.2,0.2,0.1,0,11.8,3.8,0,8.7,10,10,-99.9,-99.9,-99.9,-99.9,,0
12.78,,10/7/03,0.1,2.89,7.96,4.89,0.2,0.2,0.2,0,11.9,3.5,0,8.5,10,9.9,-99.9,-99.9,-99.9,-99.9,,0
12.79,,10/8/03,0.1,2.89,7.96,4.93,0.2,0.2,0.1,0,11.9,3.7,0,8.4,9.9,9.8,-99.9,-99.9,-99.9,-99.9,,0
12.81,,10/9/03,0.1,2.85,7.96,4.93,0.2,0.2,0.1,0,11.9,3.7,0,8.8,9.9,9.8,-99.9,-99.9,-99.9,-99.9,,0
12.85,,10/10/03,0.1,2.89,7.96,4.93,0.2,0.2,0.1,0,11.9,3.7,0,8.5,9.9,9.9,-99.9,-99.9,-99.9,-99.9,,0
12.75,,10/11/03,0.3,2.8,7.99,4.92,0.2,0.2,0.1,0,12,3.6,0,6.2,9.8,9.3,-99.9,-99.9,-99.9,-99.9,,0
12.74,,10/12/03,0.3,2.81,8.05,4.95,0.2,0.2,0.1,0,12.1,3.7,0,6.7,9.6,8.8,-99.9,-99.9,-99.9,-99.9,,0
12.79,,10/13/03,0.3,2.85,7.99,4.95,0.2,0.2,0.1,0,12,3.7,0,6.2,9.5,8.8,-99.9,-99.9,-99.9,-99.9,,0
12.75,,10/14/03,0.3,2.75,8.08,4.9,0.2,0.2,0.1,0,12.2,3.5,0,5.4,9.4,8.3,-99.9,-99.9,-99.9,-99.9,,0
12.76,,10/15/03,0.3,2.75,8.05,4.89,0.2,0.2,0.1,0,12.1,3.5,0,5.3,9.2,8.2,-99.9,-99.9,-99.9,-99.9,,0
12.75,,10/16/03,0.3,2.77,8.11,4.84,0.2,0.2,0.2,0,12.3,3.3,0,6.4,9.1,8.1,-99.9,-99.9,-99.9,-99.9,,0
12.75,,10/17/03,0.3,2.81,8.1,4.89,0.2,0.2,0.1,0,12.3,3.5,0,6.1,9,8.2,-99.9,-99.9,-99.9,-99.9,,0
12.75,,10/18/03,0.3,2.77,8.21,4.9,0.2,0.2,0.1,0,12.5,3.5,0,6.1,9,8.3,-99.9,-99.9,-99.9,-0.6,,0
12.74,,10/19/03,0.3,2.87,8.3,4.9,0.2,0.2,0.1,0,12.7,3.5,0,6.6,8.9,8.2,9.8,23.2,-0.9,3.7,,0
